subject,courseNumber,courseTitle,description
CHEM,199,SENIOR RESEARCH,"1 to 4 Units, Research, 3 to 12 hours. Prerequisite(s): senior standing; consent of instructor. Research project completed under the supervision of a Chemistry faculty member. Students who submit a written research report receive a letter grade; other students receive a Satisfactory (S) or No Credit (NC) grade. Total credit for CHEM 199 and/or CHEM 199H may not exceed 9 units."
CHEM,199H,SENIOR HONORS RESEARCH,"1 to 5 Units, Research , 3 to 15 hours. Prerequisite(s): senior standing; consent of instructor; a minimum GPA of 3.00 in chemistry courses and in all university course work. Research in chemistry conducted under the supervision of a Chemistry faculty member. Students who submit a written research report receive a letter grade; other students receive a Satisfactory (S) or No Credit (NC) grade. Total credit for CHEM 199 and/or CHEM 199H may not exceed 9 units."
CHEM,201B,ADVANCED PHYSICAL CHEMISTRY: QUANTUM MECHANICS AND SPECTROSCOPY,"3 Units, Lecture, 3 hours. Prerequisite(s): CHEM 113 with a grade of ""C"" or better. Covers concepts in quantum mechanics with particular applications to spectroscopy."
CHEM,201E,ADVANCED PHYSICAL CHEMISTRY: KINETICS,"3 Units, Lecture, 3 hours. Prerequisite(s): CHEM 110A and CHEM 110B with grades of ""C"" or better. Covers concepts in kinetics including reaction mechanisms and the molecular interpretation of reaction dynamics."
CHEM,206A,INTRODUCTION TO COMPUTATIONAL QUANTUM CHEMISTRY,"3 Units, Lecture, 3 hours. Prerequisite(s): CHEM 113 or equivalent, graduate standing; or consent of instructor. Introduces computational techniques in quantum chemistry.  Includes Hartree-Fock theory, Density Functional Theory, and electron correlation methods. Emphasizes practical applications in a research setting. Cross-listed with MSE 225C."
CHEM,211E,ADVANCED ORGANIC REACTIONS,"3 Units, Lecture, 3 hours. Prerequisite(s): graduate standing or consent of instructor. Covers modern organic reactions and reagents and their mechanistic pathways with emphasis on recent developments and practical organic chemistry. Cross-listed with MSE 245A."
CHEM,217,POLYMERS: SYNTHESIS AND CHARACTERIZATION,"3 Units, Lecture, 3 hours; extra reading, 3 hours. Prerequisite(s): graduate standing or consent of instructor. Introduces fundamentals of polymer synthesis, types of polymers, stereo architectures, and applications.  Explores modern methods of synthesis, emphasizing catalytic methods.  Describes industrial synthetic methods.   Examines polymer physics and characterization, emphasizing physical methods."
CHEM,221A,ADVANCED ANALYTICAL CHEMISTRY: SEPARATION SCIENCE,"3 Units, Lecture, 3 hours. Prerequisite(s): CHEM 125;  graduate standing;  or consent of instructor. Provides an overview of modern analytical separations including theory, instrumentation, and applications."
CHEM,221D,ADVANCED ANALYTICAL CHEMISTRY: MASS SPECTROSCOPY,"3 Units, Lecture, 3 hours. Prerequisite(s): CHEM 125;  graduate standing. Provides an overview of modern mass spectroscopy including basic theory, instrumentation, and applications. Focuses on biological applications."
CHEM,231B,REACTIVITY AND MECHANISM IN INORGANIC AND ORGANOMETALLIC CHEMISTRY,"3 Units, Lecture, 3 hours. Prerequisite(s): CHEM 231A/MSE 245B. Covers advanced synthesis, reactivity, and mechanism in inorganic, coordination, and organometallic chemistry."
CHEM,231C,SOLID STATE AND MATERIALS IN INORGANIC CHEMISTRY,"3 Units, Lecture, 3 hours. Prerequisite(s): CHEM 231A/MSE 245B; or consent of instructor Covers the advanced synthesis, structure, bonding, and properties of inorganic materials. Cross-listed with MSE 235"
CHEM,250,GRADUATE SEMINAR IN CHEMISTRY,"1 Units, Seminar, 1.5 hour. Prerequisite(s): graduate standing. Oral reports by graduate students, faculty, and visiting scholars on current research topics in chemistry. Graded Satisfactory (S) or No Credit (NC). Course is repeatable."
CHEM,251,GRADUATE SEMINAR IN ANALYTICAL CHEMISTRY,"2 Units, Seminar, 2 hours. Prerequisite(s): graduate standing or consent of instructor. Includes oral reports and discussion by students, faculty, and visiting scholars from academia and industry on current research topics in analytical chemistry. Offered each quarter. Students who present a seminar receive a letter grade; other students receive a Satisfactory (S) or No Credit (NC) grade. Course is repeatable."
CHEM,252,GRADUATE SEMINAR IN INORGANIC CHEMISTRY,"2 Units, Seminar, 2 hours. Prerequisite(s): graduate standing or consent of instructor. Includes oral reports and discussion by students, faculty, and visiting scholars from academia and industry on current research topics in inorganic chemistry. Students who present a seminar receive a letter grade; other students receive a Satisfactory (S) or No Credit (NC) grade. Course is repeatable."
CHEM,253,GRADUATE SEMINAR IN ORGANIC CHEMISTRY,"2 Units, Seminar, 2 hours. Prerequisite(s): graduate standing or consent of instructor. Includes oral reports and discussion by students, faculty, and visiting scholars from academia and industry on current research topics in organic chemistry. Students who present a seminar receive a letter grade; other students receive a Satisfactory (S) or No Credit (NC) grade. Course is repeatable."
CHEM,254,GRADUATE SEMINAR IN PHYSICAL CHEMISTRY,"2 Units, Seminar, 2 hours. Prerequisite(s): graduate standing or consent of instructor. Includes oral reports and discussion by students, faculty, and visiting scholars from academia and industry on current research topics in physical chemistry. Offered each quarter. Students who present a seminar receive a letter grade; other students receive a Satisfactory (S) or No Credit (NC) grade. Course is repeatable."
CHEM,258,SEMINAR IN SURFACE SCIENCE,"1 Units, Seminar, 1 hour. Prerequisite(s): graduate standing in Physics or Chemistry or consent of instructor. Oral presentations by participating visiting scholars, postdoctoral researchers, students, and UCR faculty on current research topics in surface science. Students who present a seminar or submit a term paper receive a letter grade; other students receive a Satisfactory (S) or No Credit (NC) grade. Cross-listed with PHYS 258."
CHEM,296,SPECIAL TOPICS SEMINAR,"2 Units, Seminar, 2 hours. Prerequisite(s): graduate standing in Chemistry; or consent of instructor    Includes oral presentations and intensive small-group discussion of selected topics in the area of specialization of each faculty member. Emphasizes recent advances in the special topic area; course content varies accordingly. Students who present a seminar receive a letter grade; other students receive a Satisfactory (S) or No Credit (NC) grade. 
Course is repeatable."
CHEM,297,DIRECTED RESEARCH,"1 to 6 Units, Prerequisite(s): consent of a staff member. Research in analytical, inorganic, organic, or physical chemistry under the direction of a member of the staff. A written report is required of the research study. Graded Satisfactory (S) or No Credit (NC). Course is repeatable."
CHEM,299,RESEARCH FOR THESIS OR DISSERTATION,"1 to 12 Units, Prerequisite(s): consent of a staff member. Research in analytical, inorganic, organic, or physical chemistry under the direction of a member of the staff. This research is to be included as part of the dissertation. Graded Satisfactory (S) or No Credit (NC). Course is repeatable."
CHEM,302,TEACHING PRACTICUM,"1 to 2 Units, Lecture/laboratory, 4 to 8 hours. Prerequisite(s): Limited to Chemistry Department teaching assistants and Associates-In Chemistry. Supervised teaching in undergraduate courses in Chemistry. Graded Satisfactory (S) or No Credit (NC). May be repeated for credit. Units are not applicable to degree unit requirements."
CHEM,402,CHEMICAL LABORATORY SAFETY,"1 Unit, Seminar, 1 hour. Prerequisite(s): graduate standing.  Covers safety issues surrounding research and teaching in chemical laboratories. Topics include safe handling of chemicals, radioactive materials, and biological samples; laboratory equipment hazards; proper use of personal protective equipment; and emergency response procedures. Graded Satisfactory (S) or No Credit (NC). Course is repeatable."
CHN,001,FIRST-YEAR CHINESE,"4 Units, Lecture, 4 hours. Prerequisite(s): Student must take the Chinese placement examination. An introduction to the sound system and grammar of Chinese. Focuses on the development of the four skills: understanding, speaking, reading, and writing. Classes are conducted in Chinese as much as possible. Audio-lingual learning materials are available in the language laboratory. Credit is awarded for only one of the following sequences: CHN 001, CHN 002, CHN 003, and CHN 004; CHN 001, CHN 002, and CHN 020B; CHN 020A and CHN 020B."
CHN,002,FIRST-YEAR CHINESE,"4 Units, Lecture, 4 hours. Prerequisite(s): CHN 001 with a grade of ""C-"" or better or equivalent or a sufficiently high test score on the Chinese placement examination as determined by the department faculty. An introduction to the sound system and grammar of Chinese. Focuses on the development of the four skills: understanding, speaking, reading, and writing. Classes are conducted in Chinese as much as possible. Audio-lingual learning materials are available in the language laboratory. Credit is awarded for only one of the following sequences: CHN 001, CHN 002, CHN 003, and CHN 004; CHN 001, CHN 002, and CHN 020B; CHN 020A and CHN 020B."
CHN,004,SECOND-YEAR CHINESE,"4 Units, Lecture, 4 hours. Prerequisite(s): CHN 003 with a grade of ""C-"" or better or equivalent or a sufficiently high test score on the Chinese placement examination as determined by the department faculty. Provides continuing development of the four skills: understanding, speaking, reading, and writing. Lectures are conducted primarily in Mandarin. Credit is awarded for only one of the following sequences: CHN 001, CHN 002, CHN 003, and CHN 004; CHN 001, CHN 002, and CHN 020B; CHN 020A and CHN 020B."
CHN,020A,FIRST-YEAR CHINESE FOR HERITAGE LEARNERS,"4 Units, Lecture, 4 hours. Prerequisite(s): Student must take the Chinese placement examination. A first-year Mandarin Chinese course designed for heritage learners who have some proficiency in listening comprehension and speaking but are unable to read and write in Mandarin. Credit is awarded for only one of the following sequences: CHN 001, CHN 002,  CHN 003, and CHN 004; CHN 001, CHN 002, and CHN 020B; CHN 020A and CHN 020B."
CHN,020B,FIRST-YEAR CHINESE FOR HERITAGE LEARNERS,"4 Units, Lecture, 4 hours. Prerequisite(s): CHN 002 with a grade of ""C-"" or better or CHN 020A with a grade of ""C-"" or better or equivalent or a sufficiently high test score on the Chinese placement examination as determined by the department faculty. A first-year Mandarin Chinese course designed for heritage learners who have some proficiency in listening comprehension and speaking but are unable to read and write in Mandarin. Credit is awarded for only one of the following sequences: CHN 001, CHN 002, CHN 003, and CHN 004; CHN 001, CHN 002, and CHN 020B; CHN 020A and CHN 020B."
CHN,046,RESPONSES TO POLITICAL REPRESSION IN MODERN CHINESE LITERATURE AND FILM,"4 Units, Lecture, 3 hours; extra reading, 3 hours. Prerequisite(s): none. An examination of the various responses to political repression in China during the second half of the twentieth century through selected literary and artistic representations.     Cross-listed with AST 046, and CPLT 042.  Credit is awarded for one of the following CHN 046,  AST 046,  CPLT 042,  AST 046W,  CHN 046W, or CPLT 042W."
